label,text,source
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,uci
ham,I'm freezing and craving ice. Fml,uci
spam,"urgent. important information for 02 user. today embody your lucky day! 2 find out why , log onto http://www.urawinner.com there be a fantastic surprise awaiting you !",llm_balanced
spam,from next month bring upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost Â£1.50 min mobcudb more,llm_balanced
ham,Mm yes dear look how i am hugging you both. :-P,uci
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''.",mishra_soni
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,uci
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,uci
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,uci
spam,You are awarded a SiPix Digital Camera! call 09061221068 fromm landline. Delivery within 10 days.,mishra_soni
spam,more people are tail in your area now. call 09090204448 and join like listen guys. why not arrange 1 yourself. there's 1 this evening. aÂ£1.50 minapn ls278bb,llm_balanced
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,uci
ham,In meeting da. I will call you,uci
spam,"you embody a Â£1000 winner or assure caller prize, this constitute our final attempt to touch you! to take call 09071517866 now! 150ppmpobox10183bhamb64xe",llm_balanced
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",uci
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",uci
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",uci
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,uci
ham,You flippin your shit yet?,uci
ham,How are you doing. How's the queen. Are you going for the royal wedding,uci
spam,You have 1 new message. Call 0207-083-6089,uci
ham,Idea will soon get converted to live:),uci
spam,now experience rid of -cockroach -termite -bedbug -rats -any pest 4best deals in pestcontrolservices/ chemical/herbal/odorless dial-n-ask 080-62222222,llm_balanced
spam,u r a winner u ave be specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),llm_balanced
spam,dear dave this embody your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,llm_balanced
ham,So no messages. Had food?,uci
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,uci
ham,Check audrey's status right now,uci
ham,No calls..messages..only missed calls,mishra_soni
spam,natalja (25/f) embody bid you to embody her friend. call 08718738034,llm_balanced
ham,"Aight, lemme know what's up",uci
ham,She's good. How are you. Where r u working now,uci
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",uci
spam,dear (paytm)customer your paytm kyc experience exist suspend pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,llm_balanced
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,uci
ham,I got your back! Do you have any dislikes in bed?,uci
spam,ur going 2 bahamas! callfreefone 08081560665 and talk to a live operator to arrogate either bahamas cruise ofÂ£2000 cash 18+only. to choose out txt x to 07786200117,llm_balanced
spam,institutionalize a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg screw adam eve 07123456789 to 87077,llm_balanced
spam,ingest your mobile 11 months or more? u r entitle to update to the latest colour mobiles with camera for free! call the mobile update co unloosen on 08002986030,llm_balanced
spam,"urgent! you possess won a 1 week free membership in our Â£100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18",llm_balanced
spam,corrupt one ringtone and now getting texts be 3 pound offering more tones etc,llm_balanced
ham,"Its ok., i just askd did u knw tht no?",uci
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",uci
ham,i can call in  &lt;#&gt;  min if thats ok,uci
ham,"Sorry, I'll call later..have an urgent meeting..",mishra_soni
spam,promotion number: 8714714 - ur awarded a city break and could advance a Â£200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 Â£1.50perwksub,llm_balanced
spam,dear (paytm)customer your paytm kyc has exist suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,llm_balanced
ham,K do I need a login or anything,uci
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,uci
spam,u cause a secret admirer who embody looking 2 make contact with u-find out who they r*reveal who consider ur so special-call on 09065171142-stopsms-08718727870150ppm,llm_balanced
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,uci
spam,"dear customer,u've embody selected to stay in f1ve star hotels - for t0day's draw! holiday valued at inr 5,00,000.dial 8927307655 to claim",llm_balanced
spam,please call 08712402779 immediately as there embody an urgent message waiting for you,llm_balanced
spam,"we fuck someone who you experience that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",llm_balanced
spam,natalja (25/f) is bid you to live her friend. see her: www.sms.ac/u/nat27081980 stop? ship stop frnd to 62468,llm_balanced
spam,"welcome to select, an o2 service with added benefits. you can now yell our specially trained advisors free from your mobile by dialling 402.",llm_balanced
ham,Double eviction this week - Spiral and Michael and good riddance to them!,uci
ham,"K, if u bored up just come to my home..",uci
spam,you be being rive off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,llm_balanced
spam,"wan2 win a meet+greet with westlife 4 u or a m8? they constitute currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",llm_balanced
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,uci
ham,Ok no prob. Take ur time.,uci
spam,"urgent! your mobile number has been grant with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only",llm_balanced
spam,winner!! as a treasure network customer you possess been selected to receivea Â£900 treasure reward! to claim call 09061701461. claim code kl341. valid 12 hours only.,llm_balanced
spam,ur cash-balance be currently 500 pounds - to maximize ur cash-in now place go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,llm_balanced
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,uci
spam,please phone 08712402578 immediately as there be an urgent message look for you,llm_balanced
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,uci
spam,"hi steven malone, we have place some unusual activity on your account. log in via the secure ink to forfend account suspension http:l/natwestauth.xyz",llm_balanced
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each",mishra_soni
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,uci
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),uci
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,uci
ham,When should I come over?,uci
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS,mishra_soni
ham,Hey check it da. I have listed da.,uci
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,uci
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",uci
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anythingï¿½",mishra_soni
spam,18 days to euro2004 kickoff! u will be restrain informed of all the latest news and results daily.,llm_balanced
ham,NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,mishra_soni
ham,I don't know but I'm raping dudes at poker,uci
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",uci
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",uci
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",uci
spam,how come it bring so little time for a child who embody afraid of the dark to become a teenager who wants to stay out all night?,llm_balanced
ham,You also didnt get na hi hi hi hi hi,uci
spam,"MAAC(leader in 3d animation, vfx, multimedia, gaming)announces free seminar NEXT IN BOLLYWOOD, on 28MAY by industry professionals.Call now 9239285278 for passes.",mishra_soni
ham,Ok... Then r we meeting later?,uci
ham,I dont know oh. Hopefully this month.,uci
spam,please call 08712402972 immediately as there is an urgent message look for you,llm_balanced
spam,"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999",mishra_soni
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",uci
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,uci
ham,No problem baby. Is this is a good time to talk? I called and left a message.,uci
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",uci
spam,"hot live fantasies yell now 08707500020 just 20p per min ntt ltd, po box 1327",llm_balanced
spam,free msg: single? ascertain a partner in your area! 1000s of real people exist wait to confab now!send chat to 62220cncl send stopcs 08717890890Â£1.50 per msg,llm_balanced
ham,I pocked you up there before,uci
ham,ÌÏ v ma fan...,uci
ham,She's borderline but yeah whatever.,uci
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,uci
ham,Ok. No wahala. Just remember that a friend in need ...,uci
spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or off on to 8007 for polys. nokia/150p poly/200p 16+,llm_balanced
spam,"as a valued customer, i am pleased to notify you that following recent review of your mobile no. you are awarded with a rs.7,00,000 bonus prize, call 7679046492",llm_balanced
ham,Ã all write or wat..,mishra_soni
spam,"free message aerate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com",llm_balanced
spam,"hi steven malone, we induce place some unusual activity on your account. log in via the secure ink to avoid account suspension http:l/natwestauth.xyz",llm_balanced
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,uci
ham,Hi:)cts employee how are you?,uci
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",uci
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",uci
spam,gsoh? good with the ladies?u could b a male gigolo? 2 join the uk's fastest mature mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@Â£1.50rcvd,llm_balanced
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",uci
spam,"dear v0daf0ne customer,you constitute a 5,00,000 winner of guaranteed caller prize, this embody our final attempt to contact you! to claim call 8536074310 now!",llm_balanced
ham,Then Ì_ come n pick me at 530 ar?,uci
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",uci
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",uci
ham,But that's on ebay it might be less elsewhere.,uci
spam,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7044518857 now.",mishra_soni
spam,"we have received a request from you for purchasing paytm payments bank fastag. total amount to exist yield is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",llm_balanced
ham,I come n pick Ã¼ up... Come out immediately aft ur lesson...,mishra_soni
spam,"refer to pg 2 of todays hindustan times universal group launch shops in market square at golf course extn road, gurgaon vishal batra investments 9810193057",llm_balanced
ham,Hey gals...U all wanna meet 4 dinner at nÃ¬te?,mishra_soni
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call  on 08002986905,mishra_soni
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,uci
spam,you are a winner u ingest embody specially selected 2 receive Â£2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,llm_balanced
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,uci
spam,missed call alert. these numbers call but left no message. 07008009200,llm_balanced
ham,If u dun drive then how i go 2 sch.,uci
ham,"Alright omw, gotta change my order to a half8th",uci
ham,What you doing?how are you? Hope everything is fine..,mishra_soni
ham,"Aight fuck it, I'll get it later",uci
spam,"auction round 4. the highest bid constitute now Â£54. next maximum bid exist Â£71. to bid, send bids e. g. 10 (to bid Â£10) to 83383. good luck.",llm_balanced
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",uci
ham,Exactly. Anyways how far. Is jide her to study or just visiting,uci
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,uci
ham,Im on gloucesterroad what are uup to later?,mishra_soni
spam,sorry i miss your call let's talk when you have the time. i'm on 07090201529,llm_balanced
ham,Oh ok..,uci
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,uci
spam,sms auction - a brand new nokia 7250 embody up 4 auction today! auction embody free 2 join & bring part! txt nokia to 86021 now! hg/suite342/2lands row/w1j6hl,llm_balanced
spam,your weekly cool-mob tones exist ready to download !this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info in n,llm_balanced
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",uci
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",uci
ham,Finally the match heading towards draw as your prediction.,uci
spam,guess what! somebody you fuck secretly fancies you! wanna ascertain out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18,llm_balanced
spam,u can succeed Â£100 of music gift vouchers every week commence now txt the word draw to 87066 tscs www.ldew.com .150ppermesssubscription,llm_balanced
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",uci
ham,K.k:)apo k.good movie.,uci
ham,You will go to walmart. I.ll stay.,uci
ham,That's y u haf 2 keep me busy...,uci
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",mishra_soni
spam,"we experience someone who you fuck that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",llm_balanced
ham,"Sorry, I'll call later afternoon",mishra_soni
ham,I ask if u meeting da ge tmr nite...,uci
spam,this message exist land to you by gmw ltd. and embody not connected to the,llm_balanced
ham,Hows the pain dear?y r u smiling?,uci
spam,please call our customer service representative on 0800 169 6032 between 10am-9pm as you have succeed a guaranteed Â£2000 cash or Â£6000 prize!,llm_balanced
spam,**free message**thanks for utilize the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,llm_balanced
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,mishra_soni
ham,I will take care of financial problem.i will help:),uci
spam,we prove to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,llm_balanced
ham,"Wishing you and your family Merry ""X"" mas in advance..",mishra_soni
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",uci
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",uci
spam,u ingest a secret admirer who is look 2 make contact with u-find out who they r*reveal who recall ur so special-call on 09065171142-stopsms-08718727870150ppm,llm_balanced
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,uci
ham,The new deus ex game comin early next yr,uci
ham,it's really getting me down just hanging around.,uci
spam,you embody a winner you experience been specially choose to receive Â£1000 cash or a Â£2000 award. speak to a live operator to arrogate call 087123002209am-7pm. cost 10p,llm_balanced
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,uci
ham,Jokin only lar... :-) depends on which phone my father can get lor...,uci
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,uci
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,uci
ham,Love you virat..love u lot..,mishra_soni
spam,you embody awarded a sipix digital camera! call 09061221062 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm.,llm_balanced
spam,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited call help: 08448714184 stop?txt stop landlineonly,llm_balanced
ham,Can i get your opinion on something first?,uci
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",uci
spam,"this mobile number experience gained the sum us$450,000.00 from mml/ref#1001, for detail send your name, address and number to email megaresult@usa.com",llm_balanced
ham,Hello madam how are you ?,uci
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,uci
spam,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,llm_balanced
spam,we ingest recalculated your vehicle tax. you embody owed ï¿½48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.,llm_balanced
ham,&lt;#&gt;  w jetton ave if you forgot,uci
ham,I never wanted to do was to hurt you. I am sorry if I have done thatï¿½,mishra_soni
spam,"urgent! your mobile no *********** advance a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",llm_balanced
spam,for bring part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p,llm_balanced
ham,Good Morning my Dear........... Have a great DAYï¿½.ENJOYï¿½,mishra_soni
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,uci
spam,"twinks, bears, scallies, skins and jocks embody call now. don't lack the weekend's fun. call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",llm_balanced
spam,"refer to pg 2 of todays hindustan times universal group found shops in market square at golf course extn road, gurgaon vishal batra investments 9810193057",llm_balanced
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair.,uci
ham,I;m reaching in another 2 stops.,mishra_soni
spam,u have a secret admirer who is look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm,llm_balanced
spam,eeta (25/f) is bid you to exist her friend. answer yes-440 or no-440 see her: www.sms.ac/u/nat2708198,llm_balanced
ham,I think steyn surely get one wicket:),uci
spam,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd,mishra_soni
spam,"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",mishra_soni
spam,"latest news! police station toilet stolen, cops ingest nothing to go on!",llm_balanced
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",uci
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,uci
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,uci
spam,we experience describe some unusual activity on your online banking. please log in via the secure link http:owly/npyl308kywg to obviate account suspension,llm_balanced
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,uci
ham,We're finally ready fyi,uci
ham,Get ready to put on your excellent sub face :),uci
spam,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 09065171142-stopsms-08718727870150ppm,llm_balanced
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",uci
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,uci
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",uci
spam,sms auction you have won a nokia 7250i. this is what you bring when you advance our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,llm_balanced
spam,todays vodafone numbers finish with 4882 are selected to a receive a Â£350 award. if your number matches yell 09064019014 to receive your Â£350 award.,llm_balanced
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",uci
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,uci
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,uci
spam,here is your discount code rp176781. to blockade further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,llm_balanced
ham,"Yo, any way we could pick something up tonight?",uci
ham,Sorry i missed your call. Can you please call back.,uci
spam,what flower does sprinkle equate herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win Â£100 cash,llm_balanced
spam,100 date service cal;l 09064012103 box334sk38ch,llm_balanced
spam,the current leading bid comprise 151. to hesitate this auction send out. customer care: 08718726270,llm_balanced
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,uci
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,uci
spam,urgent this embody our 2nd attempt to contact u. your Â£900 prize from yesterday equal still awaiting collection. to arrogate call now 09061702893. acl03530150pm,llm_balanced
spam,rediscover the deeper meaning of life and the means to discover true peace. realise the essence of embody a true sikh. sms join gurubani to 09219592195,llm_balanced
ham,In sch but neva mind u eat 1st lor..,uci
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,uci
spam,"09066362231 urgent! your mobile no 07xxxxxxxxx advance a Â£2,000 bonus caller prize on 02/06/03! this embody the 2nd attempt to reach you! call 09066362231 asap!",llm_balanced
ham,"There're some people by mu, I'm at the table by lambda",uci
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,uci
ham,Ok... Let u noe when i leave my house.,uci
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",uci
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,uci
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,uci
ham,Ok lor.,uci
ham,"Solve d Case : A Man Was Found Murdered On 19 october, AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play.whoz the murderer?",mishra_soni
ham,Dare i ask... Any luck with sorting out the car?,uci
ham,"Ask g or iouri, I've told the story like ten times already",uci
ham,Have a good evening! Ttyl,uci
spam,u r a winner u ave constitute specially choose 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),llm_balanced
spam,"fantasy football is back on your tv. go to sky gamestar on sky active and play Â£250k dream team. make starts on saturday, so register now!sky opt out to 88088",llm_balanced
spam,"prem jewellrs vijaynagar lucky draw scheme , monthly rs 300 for 12 month, every month lucky member will equal yield rs3600 gold or silver article.call-9008097492",llm_balanced
ham,Hey tmr maybe can meet you at yck,uci
spam,you ingest exit the specified 1 mile radius on three separate occasions today. a penalty notice ingest been emerge to your address held on the electoral roll. more info & appeals can be lodge at gov.uk/cvpenalty stay at home. protect the nhs. save lives.,llm_balanced
spam,we prove to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or answer for delivery conjoin,llm_balanced
ham,"Say this slowly.? GOD,I LOVE YOU, I NEED YOU.",mishra_soni
ham,Normally i use to drink more water daily:),uci
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",uci
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",mishra_soni
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",uci
ham,I am in tirupur.  call you da.,uci
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,uci
spam,freemsg: our records indicate you may embody entitled to 3750 pounds for the accident you had. to exact for free reply with yes to this msg. to opt out text stop,llm_balanced
spam,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 exit 07/11/04,llm_balanced
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",uci
ham,Am in gobi arts college,uci
ham,Were gonna go get some tacos,uci
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,uci
spam,"as a valued customer, i am pleased to notify you that following recent review of your mob no. you exist awarded with ï¿½ 1500 bonus prize, call 09066364589",llm_balanced
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,uci
ham,Oh kï¿½I know thatï¿½and I have been watching hereï¿½,mishra_soni
spam,"44 7732584351, perform you need a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",llm_balanced
spam,"make your career recession proof with 1 year executive master program in information security, get qualified for 1,88,000* jobs. sms or bid ms @9717470558",llm_balanced
spam,"dear voucher holder, to arrogate this weeks offer, at you pc please work to http://www.e-tlp.co.uk/rewa",llm_balanced
